QuestionID,Class,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Difficulty,Source,Active
ENG336,6,English,Phrasal Verbs,What does 'run out of' mean?,have plenty,have none left,run quickly,start again,B,Run out of means use all of something so none remains.,Easy,RMS/Sainik Prep,TRUE
ENG337,6,English,Phrasal Verbs,What does 'set up' mean?,destroy,establish or arrange,remove,forget,B,Set up means establish or arrange.,Medium,RMS/Sainik Prep,TRUE
ENG338,6,English,Phrasal Verbs,What does 'pick up' mean in 'Pick up the book'?,drop,lift,tear,hide,B,Pick up means lift from a surface.,Easy,RMS/Sainik Prep,TRUE
ENG339,6,English,Phrasal Verbs,What does 'bring up' mean in 'She brought up an important point'?,lower,mention,carry upstairs,forget,B,Bring up can mean mention a topic.,Medium,RMS/Sainik Prep,TRUE
ENG340,6,English,Phrasal Verbs,What does 'come across' mean?,cross a road,find or encounter unexpectedly,run away,agree,B,Come across means find or encounter by chance.,Medium,RMS/Sainik Prep,TRUE
ENG341,6,English,Phrasal Verbs,What does 'work out' mean in 'The problem worked out well'?,exercise,have a successful result,stop working,calculate only,B,Work out can mean develop successfully.,Medium,RMS/Sainik Prep,TRUE
ENG342,6,English,Phrasal Verbs,What does 'make up' mean in 'They made up after the argument'?,invent only,become friends again,apply paint,prepare food,B,Make up can mean reconcile after an argument.,Medium,RMS/Sainik Prep,TRUE
ENG343,6,English,Phrasal Verbs,What does 'go through' mean in 'She went through a difficult time'?,avoid,experience,run past,destroy,B,Go through can mean experience.,Medium,RMS/Sainik Prep,TRUE
ENG344,6,English,Phrasal Verbs,What does 'get over' mean in 'He got over his fear'?,climb,recover from,increase,repeat,B,Get over means recover from or overcome.,Medium,RMS/Sainik Prep,TRUE
ENG345,6,English,Phrasal Verbs,What does 'put on' mean in 'Put on your shoes'?,remove,wear,clean,buy,B,Put on means wear.,Easy,RMS/Sainik Prep,TRUE
ENG346,6,English,Phrasal Verbs,What does 'take after' mean?,follow a family member in appearance or character,remove,attack,call,A,Take after means resemble a relative.,Hard,RMS/Sainik Prep,TRUE
ENG347,6,English,Phrasal Verbs,What does 'hang up' mean in 'He hung up the phone'?,answer,end a phone call,lift a bag,wait,B,Hang up means end a telephone call.,Easy,RMS/Sainik Prep,TRUE
ENG348,6,English,Phrasal Verbs,What does 'fill in' mean on a form?,erase,complete the required information,tear,fold,B,Fill in means write the required information.,Easy,RMS/Sainik Prep,TRUE
ENG349,6,English,Phrasal Verbs,What does 'cut down on' mean?,increase,reduce,remove completely,cut a tree,B,Cut down on means reduce the amount of something.,Medium,RMS/Sainik Prep,TRUE
ENG350,6,English,Parts of Speech,"In 'The dog runs fast', which word is a noun?",The,dog,runs,fast,B,Dog names an animal.,Easy,RMS/Sainik Prep,TRUE
ENG351,6,English,Parts of Speech,"In 'She sings sweetly', which word is a verb?",She,sings,sweetly,the,B,Sings expresses the action.,Easy,RMS/Sainik Prep,TRUE
ENG352,6,English,Parts of Speech,"In 'A red flower bloomed', which word is an adjective?",flower,bloomed,red,a,C,Red describes flower.,Easy,RMS/Sainik Prep,TRUE
ENG353,6,English,Parts of Speech,"In 'He ran quickly', which word is an adverb?",He,ran,quickly,the,C,Quickly modifies ran.,Easy,RMS/Sainik Prep,TRUE
ENG354,6,English,Parts of Speech,"In 'Ravi and Mohan play', which word is a conjunction?",Ravi,and,play,Mohan,B,And joins two names.,Easy,RMS/Sainik Prep,TRUE
ENG355,6,English,Parts of Speech,"In 'The book is on the table', which word is a preposition?",book,is,on,table,C,On shows the relationship between book and table.,Easy,RMS/Sainik Prep,TRUE
ENG356,6,English,Parts of Speech,"In 'Wow! That is amazing', which word is an interjection?",That,is,amazing,Wow,D,Wow expresses sudden emotion.,Easy,RMS/Sainik Prep,TRUE
ENG357,6,English,Parts of Speech,Which part of speech replaces a noun?,Adjective,Pronoun,Adverb,Preposition,B,A pronoun can replace a noun.,Easy,RMS/Sainik Prep,TRUE
ENG358,6,English,Parts of Speech,"Which part of speech names a person, place, animal or thing?",Noun,Verb,Adverb,Conjunction,A,A noun is a naming word.,Easy,RMS/Sainik Prep,TRUE
ENG359,6,English,Parts of Speech,Which part of speech shows an action or state?,Verb,Noun,Adjective,Preposition,A,A verb expresses an action or state.,Easy,RMS/Sainik Prep,TRUE
ENG360,6,English,Parts of Speech,Which part of speech describes a noun?,Adverb,Adjective,Verb,Conjunction,B,An adjective describes or modifies a noun.,Easy,RMS/Sainik Prep,TRUE
ENG361,6,English,Parts of Speech,Which part of speech usually describes a verb?,Adverb,Noun,Pronoun,Preposition,A,An adverb commonly modifies a verb.,Easy,RMS/Sainik Prep,TRUE
ENG362,6,English,Parts of Speech,Which part of speech joins words or clauses?,Conjunction,Interjection,Noun,Adverb,A,"A conjunction joins words, phrases or clauses.",Easy,RMS/Sainik Prep,TRUE
ENG363,6,English,Parts of Speech,"Which part of speech shows relation such as place, time or direction?",Preposition,Noun,Verb,Adjective,A,A preposition expresses relationships.,Easy,RMS/Sainik Prep,TRUE
ENG364,6,English,Parts of Speech,'Alas!' is an example of a/an ___.,noun,interjection,adjective,pronoun,B,Alas expresses sorrow or distress.,Easy,RMS/Sainik Prep,TRUE
ENG365,6,English,Parts of Speech,"In 'She is very kind', 'very' is a/an ___.",adjective,adverb,noun,verb,B,Very modifies the adjective kind.,Medium,RMS/Sainik Prep,TRUE
ENG366,6,English,Parts of Speech,"In 'He bought two books', 'two' is a/an ___.",verb,numeral adjective,adverb,preposition,B,Two tells the number of books.,Easy,RMS/Sainik Prep,TRUE
ENG367,6,English,Parts of Speech,"In 'They went home', 'They' is a/an ___.",pronoun,adjective,adverb,conjunction,A,They replaces the names of people.,Easy,RMS/Sainik Prep,TRUE
ENG368,6,English,Parts of Speech,"In 'The baby slept peacefully', 'peacefully' is a/an ___.",adverb,adjective,noun,verb,A,Peacefully describes how the baby slept.,Easy,RMS/Sainik Prep,TRUE
ENG369,6,English,Parts of Speech,"In 'The boy kicked the ball', 'kicked' is a/an ___.",noun,verb,adjective,pronoun,B,Kicked expresses an action.,Easy,RMS/Sainik Prep,TRUE
ENG370,6,English,Parts of Speech,"In 'The tall tree fell', 'tall' is a/an ___.",adjective,adverb,verb,noun,A,Tall describes tree.,Easy,RMS/Sainik Prep,TRUE
ENG371,6,English,Parts of Speech,"In 'He sat beside me', 'beside' is a/an ___.",conjunction,preposition,adjective,interjection,B,Beside shows position and is a preposition.,Medium,RMS/Sainik Prep,TRUE
ENG372,6,English,Parts of Speech,"In 'I wanted tea but he wanted coffee', 'but' is a/an ___.",preposition,conjunction,adverb,pronoun,B,But joins contrasting clauses.,Easy,RMS/Sainik Prep,TRUE
ENG373,6,English,Parts of Speech,"In 'Oh! I forgot my book', 'Oh' is a/an ___.",interjection,noun,verb,adjective,A,Oh expresses sudden feeling.,Easy,RMS/Sainik Prep,TRUE
ENG374,6,English,Parts of Speech,Which word is a verb in 'The birds fly high'?,birds,fly,high,the,B,Fly expresses the action.,Easy,RMS/Sainik Prep,TRUE
ENG375,6,English,Parts of Speech,Which word is an adjective in 'She wore a silk dress'?,wore,silk,dress,she,B,Silk describes the material of the dress.,Medium,RMS/Sainik Prep,TRUE
ENG376,6,English,Parts of Speech,Which word is an adverb in 'He arrived late'?,he,arrived,late,the,C,Late tells when he arrived.,Easy,RMS/Sainik Prep,TRUE
ENG377,6,English,Parts of Speech,Which word is a pronoun in 'This is mine'?,This,is,mine,the,C,Mine is a possessive pronoun.,Easy,RMS/Sainik Prep,TRUE
ENG378,6,English,Parts of Speech,Which word is a conjunction in 'Study hard or you may fail'?,Study,hard,or,fail,C,Or joins alternatives.,Easy,RMS/Sainik Prep,TRUE
ENG379,6,English,Parts of Speech,Which word is a preposition in 'The cat jumped over the wall'?,cat,jumped,over,wall,C,Over shows the relation of movement.,Easy,RMS/Sainik Prep,TRUE
ENG380,6,English,Parts of Speech,Which word is an interjection in 'Hurray! We won.'?,We,won,Hurray,the,C,Hurray expresses joy.,Easy,RMS/Sainik Prep,TRUE
ENG381,6,English,Parts of Speech,"In 'The extremely bright light hurt my eyes', 'extremely' is a/an ___.",adverb,adjective,noun,verb,A,Extremely modifies the adjective bright.,Hard,RMS/Sainik Prep,TRUE
ENG382,6,English,Parts of Speech,"In 'Honesty is the best policy', 'Honesty' is a/an ___.",verb,abstract noun,adverb,preposition,B,Honesty names an abstract quality.,Easy,RMS/Sainik Prep,TRUE
ENG383,6,English,Parts of Speech,Which word can function as both noun and verb?,watch,quickly,under,very,A,Watch can be a noun (a watch) or a verb (to watch).,Medium,RMS/Sainik Prep,TRUE
ENG384,6,English,Parts of Speech,Which word can be a noun and a verb: 'I will book a room'?,book,will,a,room,A,Book is a noun in 'a book' and a verb in 'book a room'.,Medium,RMS/Sainik Prep,TRUE
ENG385,6,English,Spelling,Choose the correctly spelt word.,seperate,separate,seperete,separrate,B,Separate is the correct spelling.,Easy,RMS/Sainik Prep,TRUE
ENG386,6,English,Spelling,Choose the correctly spelt word.,beautiful,beautifull,beutiful,beautifool,A,Beautiful is the correct spelling.,Easy,RMS/Sainik Prep,TRUE
ENG387,6,English,Spelling,Choose the correctly spelt word.,necessary,neccessary,necessery,necesary,A,Necessary has one c and double s.,Medium,RMS/Sainik Prep,TRUE
ENG388,6,English,Spelling,Choose the correctly spelt word.,government,goverment,govarnment,governement,A,Government is the correct spelling.,Medium,RMS/Sainik Prep,TRUE
ENG389,6,English,Spelling,Choose the correctly spelt word.,receive,recieve,receeve,receve,A,Receive follows the spelling rule i before e except after c.,Easy,RMS/Sainik Prep,TRUE
ENG390,6,English,Spelling,Choose the correctly spelt word.,believe,beleive,belive,beleev,A,Believe is correctly spelt.,Easy,RMS/Sainik Prep,TRUE
ENG391,6,English,Spelling,Choose the correctly spelt word.,knowledge,knowlege,knowladge,knowledg,A,Knowledge is the correct spelling.,Medium,RMS/Sainik Prep,TRUE
ENG392,6,English,Spelling,Choose the correctly spelt word.,environment,enviroment,envirnment,environmentt,A,Environment is correctly spelt.,Medium,RMS/Sainik Prep,TRUE
ENG393,6,English,Spelling,Choose the correctly spelt word.,beginning,begining,beggining,begininng,A,Beginning has double n after the first i.,Medium,RMS/Sainik Prep,TRUE
ENG394,6,English,Spelling,Choose the correctly spelt word.,tomorrow,tommorow,tomorow,tommorrow,A,Tomorrow is the correct spelling.,Easy,RMS/Sainik Prep,TRUE
ENG395,6,English,Spelling,Choose the correctly spelt word.,Wednesday,Wensday,Wednsday,Wednesdy,A,Wednesday is correctly spelt.,Medium,RMS/Sainik Prep,TRUE
ENG396,6,English,Spelling,Choose the correctly spelt word.,February,Febuary,Februry,Febraury,A,February is the correct spelling.,Easy,RMS/Sainik Prep,TRUE
ENG397,6,English,Spelling,Choose the correctly spelt word.,library,libary,librery,librarry,A,Library is correctly spelt.,Easy,RMS/Sainik Prep,TRUE
ENG398,6,English,Spelling,Choose the correctly spelt word.,calendar,calender,calandar,callendar,A,Calendar is the correct spelling.,Medium,RMS/Sainik Prep,TRUE
ENG399,6,English,Spelling,Choose the correctly spelt word.,privilege,privelege,priviledge,privilage,A,Privilege is correctly spelt.,Hard,RMS/Sainik Prep,TRUE
ENG400,6,English,Spelling,Choose the correctly spelt word.,restaurant,resturant,restraunt,restaurent,A,Restaurant is the correct spelling.,Medium,RMS/Sainik Prep,TRUE
ENG401,6,English,Spelling,Choose the correctly spelt word.,discipline,disipline,discpline,disciplin,A,Discipline is correctly spelt.,Medium,RMS/Sainik Prep,TRUE
ENG402,6,English,Spelling,Choose the correctly spelt word.,successful,succesful,successfull,sucessful,A,Successful has double c and double s.,Medium,RMS/Sainik Prep,TRUE
ENG403,6,English,Spelling,Choose the correctly spelt word.,occasion,ocassion,occassion,ocasion,A,Occasion is correctly spelt.,Medium,RMS/Sainik Prep,TRUE
ENG404,6,English,Spelling,Choose the correctly spelt word.,embarrass,embarass,embarrass,embarras,C,Embarrass has double r and double s.,Hard,RMS/Sainik Prep,TRUE
ENG405,6,English,Spelling,Choose the correctly spelt word.,tomato,tomatto,tomatoe,tommato,A,Tomato is correctly spelt.,Easy,RMS/Sainik Prep,TRUE
ENG406,6,English,Spelling,Choose the correctly spelt word.,knowledgeable,knowledgable,knowlegeable,knowledgible,A,Knowledgeable is the standard spelling.,Hard,RMS/Sainik Prep,TRUE
ENG407,6,English,Spelling,Choose the correctly spelt word.,independent,independant,indepedent,independantt,A,Independent is correctly spelt.,Medium,RMS/Sainik Prep,TRUE
ENG408,6,English,Spelling,Choose the correctly spelt word.,temperature,temprature,tempereture,temparature,A,Temperature is correctly spelt.,Medium,RMS/Sainik Prep,TRUE
ENG409,6,English,Spelling,Choose the correctly spelt word.,calendar,calender,calandar,callandar,A,Calendar is correctly spelt.,Easy,RMS/Sainik Prep,TRUE
ENG410,6,English,Spelling,Choose the correctly spelt word.,beginning,beginningg,beggining,begining,A,Beginning is the correct spelling.,Easy,RMS/Sainik Prep,TRUE
ENG411,6,English,Spelling,Choose the correctly spelt word.,principal,principle,pricipal,principel,A,Principal is correct when referring to a school head.,Medium,RMS/Sainik Prep,TRUE
ENG412,6,English,Spelling,Choose the correctly spelt word.,separate,seperate,seperete,seperrate,A,Separate is correctly spelt.,Easy,RMS/Sainik Prep,TRUE
ENG413,6,English,Spelling,Choose the correctly spelt word.,maintenance,maintainance,maintenence,maintainence,A,Maintenance is correctly spelt.,Hard,RMS/Sainik Prep,TRUE
ENG414,6,English,Spelling,Choose the correctly spelt word.,questionnaire,questionaire,questonnaire,questionnair,A,Questionnaire is correctly spelt.,Hard,RMS/Sainik Prep,TRUE
ENG415,6,English,Spelling,Choose the correctly spelt word.,cemetery,cemetry,cemetary,cemetryy,A,Cemetery is correctly spelt.,Hard,RMS/Sainik Prep,TRUE
ENG416,6,English,Spelling,Choose the correctly spelt word.,restaurant,restorant,restaurent,resturant,A,Restaurant is correctly spelt.,Medium,RMS/Sainik Prep,TRUE
ENG417,6,English,Spelling,Choose the correctly spelt word.,immediately,immediatly,imediately,immediately,D,Immediately is correctly spelt.,Medium,RMS/Sainik Prep,TRUE
ENG418,6,English,Spelling,Choose the correctly spelt word.,pronunciation,pronounciation,pronuncation,pronounciaton,A,Pronunciation is the correct spelling.,Hard,RMS/Sainik Prep,TRUE
ENG419,6,English,Spelling,Choose the correctly spelt word.,rhythm,rythm,rhythum,rythym,A,Rhythm is correctly spelt.,Hard,RMS/Sainik Prep,TRUE
ENG420,6,English,Articles,I saw ___ elephant in the zoo.,a,an,the,no,B,An is used before the vowel sound in elephant.,Easy,RMS/Sainik Prep,TRUE
ENG421,6,English,Articles,She is ___ university student.,a,an,the,no,A,University begins with the consonant sound /y/.,Medium,RMS/Sainik Prep,TRUE
ENG422,6,English,Articles,He is ___ honest officer.,a,an,the,no,B,Honest begins with a vowel sound.,Easy,RMS/Sainik Prep,TRUE
ENG423,6,English,Articles,___ sun rises in the east.,A,An,The,No article,C,The is used for a unique object such as the sun.,Easy,RMS/Sainik Prep,TRUE
ENG424,6,English,Articles,I have ___ umbrella.,a,an,the,no,B,Umbrella begins with a vowel sound.,Easy,RMS/Sainik Prep,TRUE
ENG425,6,English,Determiners,There are ___ students in the hall.,much,many,little,any,B,Many is used with countable plural nouns.,Easy,RMS/Sainik Prep,TRUE
ENG426,6,English,Determiners,There isn't ___ milk left.,many,much,few,several,B,Much is used with uncountable milk in a negative sentence.,Easy,RMS/Sainik Prep,TRUE
ENG427,6,English,Determiners,I have ___ friends in this city.,a little,a few,much,little,B,A few is used with countable plural friends.,Easy,RMS/Sainik Prep,TRUE
ENG428,6,English,Determiners,There is ___ sugar in the jar.,a few,a little,many,several,B,A little is used with uncountable sugar.,Easy,RMS/Sainik Prep,TRUE
ENG429,6,English,Determiners,___ student must carry an identity card.,Every,Many,Few,Several,A,Every refers to each member of a group individually.,Easy,RMS/Sainik Prep,TRUE
ENG430,6,English,Determiners,___ of the two answers is correct?,Which,Who,How much,Where,A,Which is used to choose between alternatives.,Easy,RMS/Sainik Prep,TRUE
ENG431,6,English,Determiners,"I have ___ money, so I can buy the book.",enough,many,few,several,A,Enough indicates a sufficient quantity.,Medium,RMS/Sainik Prep,TRUE
ENG432,6,English,Modals,You ___ obey traffic rules.,should,might,would,could,A,Should expresses advice or duty.,Easy,RMS/Sainik Prep,TRUE
ENG433,6,English,Modals,"___ I come in, sir?",May,Must,Should,Would,A,May is commonly used for polite permission.,Easy,RMS/Sainik Prep,TRUE
ENG434,6,English,Modals,You ___ not touch that wire; it is dangerous.,must,can,may,would,A,Must expresses strong necessity or prohibition with not.,Medium,RMS/Sainik Prep,TRUE
ENG435,6,English,Modals,"When I was five, I ___ swim.",could,must,may,shall,A,Could expresses past ability.,Easy,RMS/Sainik Prep,TRUE
ENG436,6,English,Modals,It ___ rain tonight.,might,must,should,shall,A,Might expresses possibility.,Easy,RMS/Sainik Prep,TRUE
ENG437,6,English,Modals,We ___ respect our elders.,should,might,could,would,A,Should expresses advice or moral duty.,Easy,RMS/Sainik Prep,TRUE
ENG438,6,English,Modals,___ you please help me?,Could,Must,Shall,May,A,Could is a polite way to make a request.,Easy,RMS/Sainik Prep,TRUE
ENG439,6,English,Conjunctions,I like tea ___ coffee.,and,but,because,although,A,And joins two similar choices.,Easy,RMS/Sainik Prep,TRUE
ENG440,6,English,Conjunctions,He is poor ___ honest.,and,but,or,so,B,But shows contrast.,Easy,RMS/Sainik Prep,TRUE
ENG441,6,English,Conjunctions,Study hard ___ you will pass.,and,or,because,although,A,And connects the two related clauses.,Easy,RMS/Sainik Prep,TRUE
ENG442,6,English,Conjunctions,Take an umbrella ___ it may rain.,because,but,or,and,A,Because gives the reason.,Easy,RMS/Sainik Prep,TRUE
ENG443,6,English,Conjunctions,Hurry up ___ you will miss the train.,or,and,because,although,A,Or expresses an alternative consequence.,Medium,RMS/Sainik Prep,TRUE
ENG444,6,English,Conjunctions,I stayed home ___ I was ill.,because,but,or,and,A,Because introduces the reason.,Easy,RMS/Sainik Prep,TRUE
ENG445,6,English,Conjunctions,"He worked hard, ___ he failed.",but,and,because,or,A,But shows contrast.,Easy,RMS/Sainik Prep,TRUE
ENG446,6,English,Conjunctions,You can have tea ___ coffee.,or,because,although,so,A,Or gives alternatives.,Easy,RMS/Sainik Prep,TRUE
ENG447,6,English,Conjunctions,"___ he is rich, he is not proud.",Although,Because,And,Or,A,Although introduces contrast.,Medium,RMS/Sainik Prep,TRUE
ENG448,6,English,Conjunctions,Wait here ___ I return.,until,and,or,because,A,Until means up to the time when.,Medium,RMS/Sainik Prep,TRUE
ENG449,6,English,Conjunctions,I will call you ___ I reach home.,when,but,or,although,A,When introduces the time condition.,Easy,RMS/Sainik Prep,TRUE
ENG450,6,English,Conjunctions,He ran fast ___ he could catch the bus.,so that,but,or,although,A,So that introduces purpose/result.,Medium,RMS/Sainik Prep,TRUE
ENG451,6,English,Determiners,___ books on this shelf are mine.,These,Much,Little,An,A,These is a demonstrative determiner modifying plural books.,Easy,RMS/Sainik Prep,TRUE
ENG452,6,English,Determiners,"___ book is yours, this one or that one?",Which,Many,Much,Few,A,Which asks for a choice among alternatives.,Easy,RMS/Sainik Prep,TRUE
ENG453,6,English,Modals,You ___ wear a helmet while riding a motorcycle.,must,might,could,would,A,Must expresses necessity.,Easy,RMS/Sainik Prep,TRUE
ENG454,6,English,Homophones,Choose the correct word: 'I can ___ the birds singing.',here,hear,hare,hair,B,Hear means perceive sound.,Easy,RMS/Sainik Prep,TRUE
ENG455,6,English,Homophones,Choose the correct word: 'The school is over ___.'.,their,there,they're,thare,B,There refers to a place.,Easy,RMS/Sainik Prep,TRUE
ENG456,6,English,Homophones,Choose the correct word: '___ going to the market.',Their,There,They're,Thare,C,They're is the contraction of they are.,Easy,RMS/Sainik Prep,TRUE
ENG457,6,English,Homophones,Choose the correct word: 'This is ___ house.',there,they're,their,thier,C,Their shows possession.,Easy,RMS/Sainik Prep,TRUE
ENG458,6,English,Homophones,Choose the correct word: 'I ate a ___ of bread.',piece,peace,pees,piese,A,Piece means a portion.,Easy,RMS/Sainik Prep,TRUE
ENG459,6,English,Homophones,Choose the correct word: 'We want ___ in the world.',piece,peace,pees,peece,B,Peace means absence of conflict.,Easy,RMS/Sainik Prep,TRUE
ENG460,6,English,Homophones,Choose the correct word: 'The ___ is shining.',son,sun,sunn,sone,B,Sun is the star that gives daylight.,Easy,RMS/Sainik Prep,TRUE
ENG461,6,English,Homophones,Choose the correct word: 'He is the ___ of the king.',son,sun,sunn,sone,A,Son means a male child.,Easy,RMS/Sainik Prep,TRUE
ENG462,6,English,Homophones,Choose the correct word: 'Please ___ the letter.',write,right,rite,writ,A,Write means put words on paper.,Easy,RMS/Sainik Prep,TRUE
ENG463,6,English,Homophones,Choose the correct word: 'You are ___ about this.',write,right,rite,wright,B,Right means correct.,Easy,RMS/Sainik Prep,TRUE
ENG464,6,English,Homophones,Choose the correct word: 'I need a ___ to cut the paper.',pair,pear,pare,peir,A,Pair means two matching items; here it refers to a pair of scissors.,Medium,RMS/Sainik Prep,TRUE
ENG465,6,English,Homophones,Choose the correct word: 'She ate a juicy ___.',pair,pear,pare,peare,B,Pear is a fruit.,Easy,RMS/Sainik Prep,TRUE
ENG466,6,English,One-word Substitution,A person who cannot read or write is called ___.,literate,illiterate,scholar,author,B,Illiterate means unable to read or write.,Medium,RMS/Sainik Prep,TRUE
ENG467,6,English,One-word Substitution,A place where books are kept for reading is a ___.,laboratory,library,bakery,gallery,B,A library is a place where books are kept.,Easy,RMS/Sainik Prep,TRUE
ENG468,6,English,One-word Substitution,A person who writes poems is a ___.,poet,pilot,painter,poacher,A,A poet writes poems.,Easy,RMS/Sainik Prep,TRUE
ENG469,6,English,One-word Substitution,A person who travels on foot is a ___.,pedestrian,passenger,pilot,driver,A,"A pedestrian is a person walking, especially on a road.",Medium,RMS/Sainik Prep,TRUE
ENG470,6,English,One-word Substitution,A person who loves books is a ___.,bibliophile,biologist,geologist,philosopher,A,Bibliophile means a person who loves books.,Hard,RMS/Sainik Prep,TRUE
ENG471,6,English,One-word Substitution,A place where aircraft are kept is an ___.,airport,aquarium,orphanage,arsenal,A,An airport is a place for aircraft operations.,Easy,RMS/Sainik Prep,TRUE
ENG472,6,English,One-word Substitution,A person who looks after a garden is a ___.,gardener,guard,guardian,grocer,A,A gardener tends a garden.,Easy,RMS/Sainik Prep,TRUE
ENG473,6,English,Word Formation,Choose the correct adjective from 'danger'.,dangerous,dangerously,danger,dangered,A,Dangerous is the adjective.,Easy,RMS/Sainik Prep,TRUE
ENG474,6,English,Word Formation,Choose the correct noun from 'kind'.,kindly,kindness,kinder,kindful,B,Kindness is the noun naming the quality.,Easy,RMS/Sainik Prep,TRUE
ENG475,6,English,Word Formation,Choose the correct verb from 'beauty'.,beautiful,beautify,beautifully,beautician,B,Beautify means make beautiful.,Medium,RMS/Sainik Prep,TRUE
ENG476,6,English,Word Formation,Choose the correct noun from 'decide'.,decisive,decision,decidingly,decided,B,Decision is the noun form.,Easy,RMS/Sainik Prep,TRUE
ENG477,6,English,Word Formation,Choose the correct adjective from 'hope'.,hopefully,hopeful,hope,hoped,B,Hopeful is an adjective.,Easy,RMS/Sainik Prep,TRUE
ENG478,6,English,Word Formation,Choose the correct adverb from 'polite'.,politeness,politely,politer,polite,B,Politely is the adverb form.,Easy,RMS/Sainik Prep,TRUE
ENG479,6,English,Word Formation,Choose the correct noun from 'strong'.,strongly,strength,stronger,strong,B,Strength is the noun form.,Easy,RMS/Sainik Prep,TRUE
ENG480,6,English,Word Formation,Choose the correct adjective from 'success'.,successfully,successful,success,succeed,B,Successful is an adjective.,Easy,RMS/Sainik Prep,TRUE
ENG481,6,English,Word Formation,Choose the correct noun from 'honest'.,honesty,honestly,honest,honester,A,Honesty is the abstract noun.,Easy,RMS/Sainik Prep,TRUE
ENG482,6,English,Word Formation,Choose the correct verb from 'decision'.,decide,decisive,deciding,decidedly,A,Decide is the verb.,Easy,RMS/Sainik Prep,TRUE
ENG483,6,English,Vocabulary,What does 'generous' mean?,willing to give,unwilling to help,very angry,very small,A,Generous means willing to give or share.,Easy,RMS/Sainik Prep,TRUE
ENG484,6,English,Vocabulary,What does 'fragile' mean?,easily broken,very strong,very large,very old,A,Fragile means easily broken or damaged.,Medium,RMS/Sainik Prep,TRUE
ENG485,6,English,Vocabulary,What does 'diligent' mean?,hard-working,lazy,careless,noisy,A,Diligent means careful and hard-working.,Medium,RMS/Sainik Prep,TRUE
ENG486,6,English,Vocabulary,What does 'compassion' mean?,sympathy for suffering,anger,fear,wealth,A,Compassion is concern for another's suffering.,Hard,RMS/Sainik Prep,TRUE
ENG487,6,English,Vocabulary,What does 'scarce' mean?,plentiful,rare or insufficient,cheap,bright,B,Scarce means in short supply.,Medium,RMS/Sainik Prep,TRUE
ENG488,6,English,Comprehension,Read: 'The little boy carried an umbrella because dark clouds covered the sky.' Why did he carry an umbrella?,He was hungry,Dark clouds covered the sky,He wanted a toy,It was sunny,B,The sentence directly gives the reason: dark clouds covered the sky.,Easy,RMS/Sainik Prep,TRUE
ENG489,6,English,Comprehension,"Read: 'Mina woke early, packed her bag, and hurried to school.' What did Mina do first?",hurried to school,packed her bag,woke early,ate lunch,C,The events are stated in order; she woke first.,Easy,RMS/Sainik Prep,TRUE
ENG490,6,English,Comprehension,Read: 'The road was slippery after the rain.' What does 'slippery' mean here?,easy to grip,difficult to walk on safely,very dry,very wide,B,A slippery surface is difficult to walk on without slipping.,Easy,RMS/Sainik Prep,TRUE
ENG491,6,English,Comprehension,Read: 'Arun was exhausted after the long race.' What does exhausted mean?,fresh,very tired,angry,excited,B,Exhausted means extremely tired.,Easy,RMS/Sainik Prep,TRUE
ENG492,6,English,Comprehension,Read: 'The village was peaceful; there was hardly any noise.' What does peaceful mean?,quiet and calm,crowded,dangerous,dirty,A,Peaceful means calm and quiet.,Easy,RMS/Sainik Prep,TRUE
ENG493,6,English,Comprehension,Read: 'The captain praised the players for their discipline.' What did the captain do?,scolded them,praised them,ignored them,dismissed them,B,Praised means expressed approval.,Easy,RMS/Sainik Prep,TRUE
ENG494,6,English,Comprehension,"Read: 'Although the task was difficult, Riya completed it.' What is true?",Riya gave up,Riya completed the task,The task was easy,Riya ignored the task,B,The sentence says she completed it despite difficulty.,Easy,RMS/Sainik Prep,TRUE
ENG495,6,English,Comprehension,Read: 'The farmer stored the grain safely before the storm.' When did he store it?,after the storm,before the storm,during the storm,next year,B,Before indicates the earlier time.,Easy,RMS/Sainik Prep,TRUE
ENG496,6,English,Comprehension,Read: 'The puppy wagged its tail when it saw its owner.' What showed the puppy's reaction?,It barked,It wagged its tail,It slept,It ran away,B,The sentence identifies tail-wagging as the reaction.,Easy,RMS/Sainik Prep,TRUE
ENG497,6,English,Comprehension,Read: 'Neha borrowed a book from the library and returned it two days later.' Where did she get the book?,school bus,library,market,home,B,She borrowed it from the library.,Easy,RMS/Sainik Prep,TRUE
ENG498,6,English,Comprehension,Read: 'The old bridge was repaired because it had become unsafe.' Why was it repaired?,It was beautiful,It was unsafe,It was new,It was crowded,B,The sentence states that it had become unsafe.,Easy,RMS/Sainik Prep,TRUE
ENG499,6,English,Comprehension,Read: 'Rohan saved money for months to buy a bicycle.' Why did he save money?,To buy a bicycle,To buy food,To travel by train,To pay a fine,A,The sentence directly states his purpose.,Easy,RMS/Sainik Prep,TRUE
ENG500,6,English,Comprehension,Read: 'The teacher asked the students to remain silent during the test.' What were they asked to do?,talk loudly,remain silent,leave the room,sing,B,Remain silent means not speak.,Easy,RMS/Sainik Prep,TRUE
